CODE,NAME,YEAR,SERIES,VALUE
32,Argentina,1995,Resident patent filings (per million population),19
32,Argentina,2005,Resident patent filings (per million population),27
32,Argentina,2010,Resident patent filings (per million population),14
32,Argentina,2016,Resident patent filings (per million population),20
32,Argentina,2017,Resident patent filings (per million population),9
32,Argentina,2018,Resident patent filings (per million population),10
32,Argentina,1995,Grants of patents (number),1003
32,Argentina,2005,Grants of patents (number),1798
32,Argentina,2010,Grants of patents (number),1366
32,Argentina,2016,Grants of patents (number),1879
32,Argentina,2017,Grants of patents (number),2302
32,Argentina,2018,Grants of patents (number),1525
32,Argentina,2017,Patents in force (number),13115
51,Armenia,1995,Resident patent filings (per million population),58
51,Armenia,2005,Resident patent filings (per million population),69
51,Armenia,2010,Resident patent filings (per million population),49
51,Armenia,2016,Resident patent filings (per million population),44
51,Armenia,2017,Resident patent filings (per million population),37
51,Armenia,2018,Resident patent filings (per million population),35
51,Armenia,1995,Grants of patents (number),52
51,Armenia,2005,Grants of patents (number),126
51,Armenia,2010,Grants of patents (number),124
51,Armenia,2016,Grants of patents (number),93
51,Armenia,2017,Grants of patents (number),74
51,Armenia,2018,Grants of patents (number),100
51,Armenia,2005,Patents in force (number),110
51,Armenia,2010,Patents in force (number),278
51,Armenia,2016,Patents in force (number),226
51,Armenia,2017,Patents in force (number),209
51,Armenia,2018,Patents in force (number),209
36,Australia,1995,Resident patent filings (per million population),99
36,Australia,2005,Resident patent filings (per million population),125
36,Australia,2010,Resident patent filings (per million population),109
36,Australia,2016,Resident patent filings (per million population),108
36,Australia,2017,Resident patent filings (per million population),102
36,Australia,2018,Resident patent filings (per million population),110
36,Australia,1985,Grants of patents (number),6764
36,Australia,1995,Grants of patents (number),9406
36,Australia,2005,Grants of patents (number),10979
36,Australia,2010,Grants of patents (number),14557
36,Australia,2016,Grants of patents (number),23744
36,Australia,2017,Grants of patents (number),22742
36,Australia,2018,Grants of patents (number),17065
36,Australia,2005,Patents in force (number),96403
36,Australia,2010,Patents in force (number),96293
36,Australia,2016,Patents in force (number),132994
36,Australia,2017,Patents in force (number),144555
36,Australia,2018,Patents in force (number),156244
40,Austria,1985,Resident patent filings (per million population),300
40,Austria,1995,Resident patent filings (per million population),217
40,Austria,2005,Resident patent filings (per million population),404
40,Austria,2010,Resident patent filings (per million population),497
40,Austria,2016,Resident patent filings (per million population),471
40,Austria,2017,Resident patent filings (per million population),489
40,Austria,2018,Resident patent filings (per million population),489
40,Austria,1985,Grants of patents (number),2571
40,Austria,1995,Grants of patents (number),1777
40,Austria,2005,Grants of patents (number),938
40,Austria,2010,Grants of patents (number),1130
40,Austria,2016,Grants of patents (number),1135
40,Austria,2017,Grants of patents (number),1102
40,Austria,2018,Grants of patents (number),1189
40,Austria,2005,Patents in force (number),95618
40,Austria,2010,Patents in force (number),102113
40,Austria,2016,Patents in force (number),142875
40,Austria,2017,Patents in force (number),146880
40,Austria,2018,Patents in force (number),167594
31,Azerbaijan,1995,Resident patent filings (per million population),29
31,Azerbaijan,2005,Resident patent filings (per million population),33
31,Azerbaijan,2010,Resident patent filings (per million population),30
31,Azerbaijan,2016,Resident patent filings (per million population),19
31,Azerbaijan,2017,Resident patent filings (per million population),24
31,Azerbaijan,2018,Resident patent filings (per million population),19
31,Azerbaijan,1995,Grants of patents (number),9
31,Azerbaijan,2005,Grants of patents (number),195
31,Azerbaijan,2010,Grants of patents (number),126
31,Azerbaijan,2016,Grants of patents (number),131
31,Azerbaijan,2017,Grants of patents (number),67
31,Azerbaijan,2018,Grants of patents (number),64
31,Azerbaijan,2016,Patents in force (number),345
31,Azerbaijan,2017,Patents in force (number),236
31,Azerbaijan,2018,Patents in force (number),253
44,Bahamas,1985,Resident patent filings (per million population),13
44,Bahamas,2016,Resident patent filings (per million population),8
44,Bahamas,2017,Resident patent filings (per million population),10
44,Bahamas,1985,Grants of patents (number),66
44,Bahamas,2016,Grants of patents (number),47
44,Bahamas,2017,Grants of patents (number),20
44,Bahamas,2016,Patents in force (number),1077
44,Bahamas,2017,Patents in force (number),1082
48,Bahrain,2016,Resident patent filings (per million population),6
48,Bahrain,2017,Resident patent filings (per million population),9
48,Bahrain,2018,Resident patent filings (per million population),10
48,Bahrain,1985,Grants of patents (number),31
48,Bahrain,2018,Grants of patents (number),15
48,Bahrain,2016,Patents in force (number),66
48,Bahrain,2017,Patents in force (number),53
48,Bahrain,2018,Patents in force (number),60
50,Bangladesh,1995,Resident patent filings (per million population),1
50,Bangladesh,1985,Grants of patents (number),118
50,Bangladesh,1995,Grants of patents (number),80
50,Bangladesh,2005,Grants of patents (number),182
50,Bangladesh,2010,Grants of patents (number),92
50,Bangladesh,2016,Grants of patents (number),106
50,Bangladesh,2017,Grants of patents (number),144
50,Bangladesh,2018,Grants of patents (number),138
50,Bangladesh,2016,Patents in force (number),890
50,Bangladesh,2017,Patents in force (number),995
50,Bangladesh,2018,Patents in force (number),990
52,Barbados,2005,Grants of patents (number),7
52,Barbados,2016,Grants of patents (number),26
52,Barbados,2005,Patents in force (number),49
52,Barbados,2010,Patents in force (number),57
112,Belarus,1995,Resident patent filings (per million population),61
112,Belarus,2005,Resident patent filings (per million population),121
112,Belarus,2010,Resident patent filings (per million population),197
112,Belarus,2016,Resident patent filings (per million population),60
112,Belarus,2017,Resident patent filings (per million population),59
112,Belarus,2018,Resident patent filings (per million population),60
112,Belarus,1995,Grants of patents (number),633
112,Belarus,2005,Grants of patents (number),955
112,Belarus,2010,Grants of patents (number),1222
112,Belarus,2016,Grants of patents (number),949
112,Belarus,2017,Grants of patents (number),861
112,Belarus,2018,Grants of patents (number),627
112,Belarus,2010,Patents in force (number),4444
112,Belarus,2016,Patents in force (number),2503
112,Belarus,2017,Patents in force (number),2250
112,Belarus,2018,Patents in force (number),1991
56,Belgium,1985,Resident patent filings (per million population),78
56,Belgium,1995,Resident patent filings (per million population),72
56,Belgium,2005,Resident patent filings (per million population),208
56,Belgium,2010,Resident patent filings (per million population),244
56,Belgium,2016,Resident patent filings (per million population),286
56,Belgium,2017,Resident patent filings (per million population),278
56,Belgium,2018,Resident patent filings (per million population),285
56,Belgium,1985,Grants of patents (number),1976
56,Belgium,1995,Grants of patents (number),1216
56,Belgium,2005,Grants of patents (number),708
56,Belgium,2010,Grants of patents (number),532
56,Belgium,2016,Grants of patents (number),1620
56,Belgium,2017,Grants of patents (number),1016
56,Belgium,2018,Grants of patents (number),1019
56,Belgium,2010,Patents in force (number),89999
56,Belgium,2016,Patents in force (number),97639
56,Belgium,2017,Patents in force (number),130967
84,Belize,2016,Grants of patents (number),4
84,Belize,2016,Patents in force (number),132
84,Belize,2018,Patents in force (number),1409
204,Benin,2005,Resident patent filings (per million population),1
64,Bhutan,2016,Resident patent filings (per million population),5
64,Bhutan,2016,Patents in force (number),1
64,Bhutan,2017,Patents in force (number),1
68,Bolivia (Plurin. State of),1985,Resident patent filings (per million population),1
68,Bolivia (Plurin. State of),1995,Resident patent filings (per million population),2
68,Bolivia (Plurin. State of),2016,Resident patent filings (per million population),1
68,Bolivia (Plurin. State of),2017,Resident patent filings (per million population),5
68,Bolivia (Plurin. State of),1985,Grants of patents (number),62
68,Bolivia (Plurin. State of),1995,Grants of patents (number),47
68,Bolivia (Plurin. State of),2016,Grants of patents (number),86
68,Bolivia (Plurin. State of),2017,Grants of patents (number),63
70,Bosnia and Herzegovina,2005,Resident patent filings (per million population),18
70,Bosnia and Herzegovina,2010,Resident patent filings (per million population),15
70,Bosnia and Herzegovina,2016,Resident patent filings (per million population),18
70,Bosnia and Herzegovina,2017,Resident patent filings (per million population),26
70,Bosnia and Herzegovina,2018,Resident patent filings (per million population),25
70,Bosnia and Herzegovina,2005,Grants of patents (number),46
70,Bosnia and Herzegovina,2010,Grants of patents (number),173
70,Bosnia and Herzegovina,2016,Grants of patents (number),12
70,Bosnia and Herzegovina,2017,Grants of patents (number),4
70,Bosnia and Herzegovina,2018,Grants of patents (number),5
70,Bosnia and Herzegovina,2005,Patents in force (number),120
70,Bosnia and Herzegovina,2010,Patents in force (number),716
70,Bosnia and Herzegovina,2016,Patents in force (number),375
70,Bosnia and Herzegovina,2017,Patents in force (number),367
70,Bosnia and Herzegovina,2018,Patents in force (number),234
72,Botswana,2017,Resident patent filings (per million population),1
72,Botswana,2016,Grants of patents (number),3
72,Botswana,2017,Grants of patents (number),4
72,Botswana,2016,Patents in force (number),1999
72,Botswana,2017,Patents in force (number),2035
72,Botswana,2018,Patents in force (number),2038
76,Brazil,1985,Resident patent filings (per million population),14
76,Brazil,1995,Resident patent filings (per million population),17
76,Brazil,2005,Resident patent filings (per million population),22
76,Brazil,2010,Resident patent filings (per million population),22
76,Brazil,2016,Resident patent filings (per million population),25
76,Brazil,2017,Resident patent filings (per million population),26
76,Brazil,2018,Resident patent filings (per million population),24
76,Brazil,1985,Grants of patents (number),3934
76,Brazil,1995,Grants of patents (number),2659
76,Brazil,2005,Grants of patents (number),2439
76,Brazil,2010,Grants of patents (number),3251
76,Brazil,2016,Grants of patents (number),4195
76,Brazil,2017,Grants of patents (number),5450
76,Brazil,2018,Grants of patents (number),9966
76,Brazil,2005,Patents in force (number),32571
76,Brazil,2010,Patents in force (number),40022
76,Brazil,2016,Patents in force (number),24153
76,Brazil,2017,Patents in force (number),25664
76,Brazil,2018,Patents in force (number),31977
96,Brunei Darussalam,2016,Resident patent filings (per million population),38
96,Brunei Darussalam,2017,Resident patent filings (per million population),19
96,Brunei Darussalam,2018,Resident patent filings (per million population),56
96,Brunei Darussalam,1995,Grants of patents (number),42
96,Brunei Darussalam,2005,Grants of patents (number),26
96,Brunei Darussalam,2010,Grants of patents (number),40
96,Brunei Darussalam,2017,Grants of patents (number),41
96,Brunei Darussalam,2016,Patents in force (number),74
96,Brunei Darussalam,2017,Patents in force (number),103
96,Brunei Darussalam,2018,Patents in force (number),113
100,Bulgaria,1995,Resident patent filings (per million population),44
100,Bulgaria,2005,Resident patent filings (per million population),36
100,Bulgaria,2010,Resident patent filings (per million population),34
100,Bulgaria,2016,Resident patent filings (per million population),35
100,Bulgaria,2017,Resident patent filings (per million population),33
100,Bulgaria,2018,Resident patent filings (per million population),30
100,Bulgaria,1985,Grants of patents (number),130
100,Bulgaria,1995,Grants of patents (number),375
100,Bulgaria,2005,Grants of patents (number),313
100,Bulgaria,2010,Grants of patents (number),251
100,Bulgaria,2016,Grants of patents (number),42
100,Bulgaria,2017,Grants of patents (number),77
100,Bulgaria,2018,Grants of patents (number),181
100,Bulgaria,2005,Patents in force (number),2203
100,Bulgaria,2010,Patents in force (number),6812
100,Bulgaria,2016,Patents in force (number),11511
100,Bulgaria,2017,Patents in force (number),12039
100,Bulgaria,2018,Patents in force (number),13393
108,Burundi,1995,Grants of patents (number),1
108,Burundi,2016,Grants of patents (number),6
108,Burundi,2017,Grants of patents (number),27
108,Burundi,2018,Grants of patents (number),28
132,Cabo Verde,2016,Resident patent filings (per million population),4
132,Cabo Verde,2017,Resident patent filings (per million population),4
132,Cabo Verde,2018,Resident patent filings (per million population),6
132,Cabo Verde,2018,Grants of patents (number),1
132,Cabo Verde,2018,Patents in force (number),1
116,Cambodia,2016,Grants of patents (number),19
116,Cambodia,2017,Grants of patents (number),23
116,Cambodia,2018,Grants of patents (number),56
120,Cameroon,2005,Resident patent filings (per million population),1
120,Cameroon,2016,Resident patent filings (per million population),2
120,Cameroon,2017,Resident patent filings (per million population),1
120,Cameroon,2018,Resident patent filings (per million population),2
124,Canada,1985,Resident patent filings (per million population),81
124,Canada,1995,Resident patent filings (per million population),83
124,Canada,2005,Resident patent filings (per million population),161
124,Canada,2010,Resident patent filings (per million population),134
124,Canada,2016,Resident patent filings (per million population),113
124,Canada,2017,Resident patent filings (per million population),111
124,Canada,2018,Resident patent filings (per million population),117
124,Canada,1985,Grants of patents (number),18697
124,Canada,1995,Grants of patents (number),9139
124,Canada,2005,Grants of patents (number),15516
124,Canada,2010,Grants of patents (number),19120
124,Canada,2016,Grants of patents (number),26424
124,Canada,2017,Grants of patents (number),24099
124,Canada,2018,Grants of patents (number),23499
124,Canada,2005,Patents in force (number),125110
124,Canada,2010,Patents in force (number),133355
124,Canada,2016,Patents in force (number),175236
124,Canada,2017,Patents in force (number),180727
124,Canada,2018,Patents in force (number),184559
140,Central African Republic,2018,Resident patent filings (per million population),1
148,Chad,2018,Resident patent filings (per million population),1
152,Chile,1985,Resident patent filings (per million population),10
152,Chile,1995,Resident patent filings (per million population),12
152,Chile,2005,Resident patent filings (per million population),22
152,Chile,2010,Resident patent filings (per million population),19
152,Chile,2016,Resident patent filings (per million population),21
152,Chile,2017,Resident patent filings (per million population),23
152,Chile,2018,Resident patent filings (per million population),22
152,Chile,1985,Grants of patents (number),448
152,Chile,1995,Grants of patents (number),133
152,Chile,2005,Grants of patents (number),311
152,Chile,2010,Grants of patents (number),1020
152,Chile,2016,Grants of patents (number),2077
152,Chile,2017,Grants of patents (number),1574
152,Chile,2018,Grants of patents (number),1599
152,Chile,2010,Patents in force (number),8121
152,Chile,2016,Patents in force (number),12512
152,Chile,2017,Patents in force (number),12389
152,Chile,2018,Patents in force (number),13795
156,China,1985,Resident patent filings (per million population),4
156,China,1995,Resident patent filings (per million population),8
156,China,2005,Resident patent filings (per million population),72
156,China,2010,Resident patent filings (per million population),219
156,China,2016,Resident patent filings (per million population),874
156,China,2017,Resident patent filings (per million population),899
156,China,2018,Resident patent filings (per million population),1001
156,China,1985,Grants of patents (number),44
156,China,1995,Grants of patents (number),3393
156,China,2005,Grants of patents (number),53305
156,China,2010,Grants of patents (number),135110
156,China,2016,Grants of patents (number),404208
156,China,2017,Grants of patents (number),420144
156,China,2018,Grants of patents (number),432147
156,China,2005,Patents in force (number),182396
156,China,2010,Patents in force (number),564760
156,China,2016,Patents in force (number),1772203
156,China,2017,Patents in force (number),2085367
156,China,2018,Patents in force (number),2366314
344,"China, Hong Kong SAR",1985,Resident patent filings (per million population),3
344,"China, Hong Kong SAR",1995,Resident patent filings (per million population),4
344,"China, Hong Kong SAR",2005,Resident patent filings (per million population),23
344,"China, Hong Kong SAR",2010,Resident patent filings (per million population),19
344,"China, Hong Kong SAR",2016,Resident patent filings (per million population),32
344,"China, Hong Kong SAR",2017,Resident patent filings (per million population),44
344,"China, Hong Kong SAR",2018,Resident patent filings (per million population),42
344,"China, Hong Kong SAR",1985,Grants of patents (number),1030
344,"China, Hong Kong SAR",1995,Grants of patents (number),1960
344,"China, Hong Kong SAR",2005,Grants of patents (number),6518
344,"China, Hong Kong SAR",2010,Grants of patents (number),5353
344,"China, Hong Kong SAR",2016,Grants of patents (number),5698
344,"China, Hong Kong SAR",2017,Grants of patents (number),6671
344,"China, Hong Kong SAR",2018,Grants of patents (number),9651
344,"China, Hong Kong SAR",2010,Patents in force (number),33225
344,"China, Hong Kong SAR",2016,Patents in force (number),43359
344,"China, Hong Kong SAR",2017,Patents in force (number),45059
344,"China, Hong Kong SAR",2018,Patents in force (number),49922
446,"China, Macao SAR",2005,Resident patent filings (per million population),6
446,"China, Macao SAR",2010,Resident patent filings (per million population),7
446,"China, Macao SAR",2017,Resident patent filings (per million population),2
446,"China, Macao SAR",2018,Resident patent filings (per million population),2
446,"China, Macao SAR",1995,Grants of patents (number),2
446,"China, Macao SAR",2005,Grants of patents (number),5
446,"China, Macao SAR",2010,Grants of patents (number),156
446,"China, Macao SAR",2016,Grants of patents (number),57
446,"China, Macao SAR",2017,Grants of patents (number),21
446,"China, Macao SAR",2018,Grants of patents (number),27
446,"China, Macao SAR",2005,Patents in force (number),12
446,"China, Macao SAR",2010,Patents in force (number),377
446,"China, Macao SAR",2016,Patents in force (number),467
446,"China, Macao SAR",2017,Patents in force (number),416
446,"China, Macao SAR",2018,Patents in force (number),387
170,Colombia,1985,Resident patent filings (per million population),2
170,Colombia,1995,Resident patent filings (per million population),4
170,Colombia,2005,Resident patent filings (per million population),2
170,Colombia,2010,Resident patent filings (per million population),3
170,Colombia,2016,Resident patent filings (per million population),11
170,Colombia,2017,Resident patent filings (per million population),12
170,Colombia,2018,Resident patent filings (per million population),8
170,Colombia,1985,Grants of patents (number),169
170,Colombia,1995,Grants of patents (number),365
170,Colombia,2005,Grants of patents (number),256
170,Colombia,2010,Grants of patents (number),639
170,Colombia,2016,Grants of patents (number),917
170,Colombia,2017,Grants of patents (number),1164
170,Colombia,2018,Grants of patents (number),1271
170,Colombia,2016,Patents in force (number),6623
170,Colombia,2017,Patents in force (number),7024
170,Colombia,2018,Patents in force (number),7403
178,Congo,2005,Resident patent filings (per million population),1
178,Congo,1995,Grants of patents (number),15
188,Costa Rica,2010,Resident patent filings (per million population),2
188,Costa Rica,2016,Resident patent filings (per million population),2
188,Costa Rica,2017,Resident patent filings (per million population),4
188,Costa Rica,2018,Resident patent filings (per million population),1
188,Costa Rica,2010,Grants of patents (number),45
188,Costa Rica,2016,Grants of patents (number),67
188,Costa Rica,2017,Grants of patents (number),190
188,Costa Rica,2018,Grants of patents (number),168
188,Costa Rica,2010,Patents in force (number),239
188,Costa Rica,2016,Patents in force (number),678
188,Costa Rica,2017,Patents in force (number),834
188,Costa Rica,2018,Patents in force (number),925
384,Côte d’Ivoire,2016,Resident patent filings (per million population),1
384,Côte d’Ivoire,2017,Resident patent filings (per million population),1
384,Côte d’Ivoire,2018,Resident patent filings (per million population),1
191,Croatia,1995,Resident patent filings (per million population),57
191,Croatia,2005,Resident patent filings (per million population),84
191,Croatia,2010,Resident patent filings (per million population),64
191,Croatia,2016,Resident patent filings (per million population),45
191,Croatia,2017,Resident patent filings (per million population),38
191,Croatia,2018,Resident patent filings (per million population),33
191,Croatia,1995,Grants of patents (number),25
191,Croatia,2005,Grants of patents (number),140
191,Croatia,2010,Grants of patents (number),82
191,Croatia,2016,Grants of patents (number),35
191,Croatia,2017,Grants of patents (number),20
191,Croatia,2018,Grants of patents (number),21
191,Croatia,2005,Patents in force (number),1094
191,Croatia,2010,Patents in force (number),2134
191,Croatia,2016,Patents in force (number),6606
191,Croatia,2017,Patents in force (number),7845
191,Croatia,2018,Patents in force (number),8945
192,Cuba,1995,Resident patent filings (per million population),10
192,Cuba,2005,Resident patent filings (per million population),9
192,Cuba,2016,Resident patent filings (per million population),3
192,Cuba,2017,Resident patent filings (per million population),3
192,Cuba,2018,Resident patent filings (per million population),3
192,Cuba,1985,Grants of patents (number),18
192,Cuba,1995,Grants of patents (number),77
192,Cuba,2005,Grants of patents (number),64
192,Cuba,2016,Grants of patents (number),93
192,Cuba,2017,Grants of patents (number),74
192,Cuba,2018,Grants of patents (number),93
192,Cuba,2005,Patents in force (number),653
192,Cuba,2016,Patents in force (number),857
192,Cuba,2017,Patents in force (number),816
192,Cuba,2018,Patents in force (number),727
196,Cyprus,2005,Resident patent filings (per million population),54
196,Cyprus,2010,Resident patent filings (per million population),35
196,Cyprus,2016,Resident patent filings (per million population),43
196,Cyprus,2017,Resident patent filings (per million population),51
196,Cyprus,2018,Resident patent filings (per million population),46
196,Cyprus,1985,Grants of patents (number),43
196,Cyprus,2005,Grants of patents (number),68
196,Cyprus,2010,Grants of patents (number),19
196,Cyprus,2005,Patents in force (number),3521
196,Cyprus,2010,Patents in force (number),333
196,Cyprus,2016,Patents in force (number),79
196,Cyprus,2017,Patents in force (number),37
196,Cyprus,2018,Patents in force (number),12
203,Czechia,1995,Resident patent filings (per million population),61
203,Czechia,2005,Resident patent filings (per million population),65
203,Czechia,2010,Resident patent filings (per million population),99
203,Czechia,2016,Resident patent filings (per million population),93
203,Czechia,2017,Resident patent filings (per million population),94
203,Czechia,2018,Resident patent filings (per million population),87
203,Czechia,1995,Grants of patents (number),1299
203,Czechia,2005,Grants of patents (number),1551
203,Czechia,2010,Grants of patents (number),911
203,Czechia,2016,Grants of patents (number),781
203,Czechia,2017,Grants of patents (number),669
203,Czechia,2018,Grants of patents (number),512
203,Czechia,2005,Patents in force (number),10165
203,Czechia,2010,Patents in force (number),23415
203,Czechia,2016,Patents in force (number),37889
203,Czechia,2017,Patents in force (number),41606
203,Czechia,2018,Patents in force (number),45016
408,Dem. People's Rep. Korea,2005,Resident patent filings (per million population),245
408,Dem. People's Rep. Korea,2010,Resident patent filings (per million population),327
408,Dem. People's Rep. Korea,2005,Grants of patents (number),3583
408,Dem. People's Rep. Korea,2010,Grants of patents (number),6290
208,Denmark,1985,Resident patent filings (per million population),167
208,Denmark,1995,Resident patent filings (per million population),236
208,Denmark,2005,Resident patent filings (per million population),523
208,Denmark,2010,Resident patent filings (per million population),625
208,Denmark,2016,Resident patent filings (per million population),597
208,Denmark,2017,Resident patent filings (per million population),626
208,Denmark,2018,Resident patent filings (per million population),629
208,Denmark,1985,Grants of patents (number),1054
208,Denmark,1995,Grants of patents (number),1120
208,Denmark,2005,Grants of patents (number),389
208,Denmark,2010,Grants of patents (number),155
208,Denmark,2016,Grants of patents (number),409
208,Denmark,2017,Grants of patents (number),419
208,Denmark,2018,Grants of patents (number),322
208,Denmark,2005,Patents in force (number),56978
208,Denmark,2010,Patents in force (number),47732
208,Denmark,2016,Patents in force (number),55715
208,Denmark,2017,Patents in force (number),58494
208,Denmark,2018,Patents in force (number),62408
214,Dominican Republic,2005,Resident patent filings (per million population),1
214,Dominican Republic,2010,Resident patent filings (per million population),2
214,Dominican Republic,2016,Resident patent filings (per million population),3
214,Dominican Republic,2017,Resident patent filings (per million population),2
214,Dominican Republic,2018,Resident patent filings (per million population),2
214,Dominican Republic,2010,Grants of patents (number),91
214,Dominican Republic,2016,Grants of patents (number),100
214,Dominican Republic,2017,Grants of patents (number),127
214,Dominican Republic,2018,Grants of patents (number),95
214,Dominican Republic,2016,Patents in force (number),265
214,Dominican Republic,2017,Patents in force (number),282
214,Dominican Republic,2018,Patents in force (number),635
218,Ecuador,1995,Resident patent filings (per million population),1
218,Ecuador,2005,Resident patent filings (per million population),1
218,Ecuador,2016,Resident patent filings (per million population),3
218,Ecuador,2017,Resident patent filings (per million population),1
218,Ecuador,2018,Resident patent filings (per million population),2
218,Ecuador,1995,Grants of patents (number),90
218,Ecuador,2005,Grants of patents (number),38
218,Ecuador,2010,Grants of patents (number),28
218,Ecuador,2016,Grants of patents (number),10
218,Ecuador,2017,Grants of patents (number),17
218,Ecuador,2018,Grants of patents (number),10
218,Ecuador,2005,Patents in force (number),38
218,Ecuador,2010,Patents in force (number),199
218,Ecuador,2017,Patents in force (number),63
218,Ecuador,2018,Patents in force (number),65
818,Egypt,1985,Resident patent filings (per million population),3
818,Egypt,1995,Resident patent filings (per million population),7
818,Egypt,2005,Resident patent filings (per million population),6
818,Egypt,2010,Resident patent filings (per million population),7
818,Egypt,2016,Resident patent filings (per million population),10
818,Egypt,2017,Resident patent filings (per million population),11
818,Egypt,2018,Resident patent filings (per million population),10
818,Egypt,1985,Grants of patents (number),298
818,Egypt,1995,Grants of patents (number),346
818,Egypt,2005,Grants of patents (number),147
818,Egypt,2010,Grants of patents (number),321
818,Egypt,2016,Grants of patents (number),450
818,Egypt,2017,Grants of patents (number),581
818,Egypt,2018,Grants of patents (number),690
818,Egypt,2010,Patents in force (number),3316
818,Egypt,2016,Patents in force (number),5757
818,Egypt,2017,Patents in force (number),5779
818,Egypt,2018,Patents in force (number),5706
222,El Salvador,1985,Resident patent filings (per million population),3
222,El Salvador,1995,Resident patent filings (per million population),1
222,El Salvador,2016,Resident patent filings (per million population),1
222,El Salvador,2017,Resident patent filings (per million population),1
222,El Salvador,1985,Grants of patents (number),70
222,El Salvador,1995,Grants of patents (number),61
222,El Salvador,2016,Grants of patents (number),40
222,El Salvador,2017,Grants of patents (number),24
222,El Salvador,2018,Grants of patents (number),36
233,Estonia,1995,Resident patent filings (per million population),11
233,Estonia,2005,Resident patent filings (per million population),19
233,Estonia,2010,Resident patent filings (per million population),83
233,Estonia,2016,Resident patent filings (per million population),55
233,Estonia,2017,Resident patent filings (per million population),69
233,Estonia,2018,Resident patent filings (per million population),54
233,Estonia,2005,Grants of patents (number),163
233,Estonia,2010,Grants of patents (number),120
233,Estonia,2016,Grants of patents (number),27
233,Estonia,2017,Grants of patents (number),15
233,Estonia,2018,Grants of patents (number),14
233,Estonia,2005,Patents in force (number),1395
233,Estonia,2010,Patents in force (number),5317
233,Estonia,2016,Patents in force (number),8924
233,Estonia,2017,Patents in force (number),9710
233,Estonia,2018,Patents in force (number),10452
748,Eswatini,1985,Grants of patents (number),30
231,Ethiopia,2005,Grants of patents (number),9
231,Ethiopia,2016,Grants of patents (number),11
