CODE,NAME,YEAR,SERIES,VALUE
2,Africa,1985,GDP in current prices (millions of US dollars),551052.1297
2,Africa,1985,GDP per capita (US dollars),1005.9255
2,Africa,1985,GDP in constant 2015 prices (millions of US dollars),824665.3955
2,Africa,1985,GDP real rates of growth (percent),3.66
2,Africa,1995,GDP in current prices (millions of US dollars),584724.3325
2,Africa,1995,GDP per capita (US dollars),816.413
2,Africa,1995,GDP in constant 2015 prices (millions of US dollars),997744.1613
2,Africa,1995,GDP real rates of growth (percent),2.6597
2,Africa,2005,GDP in current prices (millions of US dollars),1127603.67
2,Africa,2005,GDP per capita (US dollars),1232.7017
2,Africa,2005,GDP in constant 2015 prices (millions of US dollars),1545861.007
2,Africa,2005,GDP real rates of growth (percent),6.2277
2,Africa,2010,GDP in current prices (millions of US dollars),1968455.453
2,Africa,2010,GDP per capita (US dollars),1896.7958
2,Africa,2010,GDP in constant 2015 prices (millions of US dollars),2022419.373
2,Africa,2010,GDP real rates of growth (percent),5.5954
2,Africa,2015,GDP in current prices (millions of US dollars),2306278.761
2,Africa,2015,GDP per capita (US dollars),1953.1439
2,Africa,2015,GDP in constant 2015 prices (millions of US dollars),2306278.761
2,Africa,2015,GDP real rates of growth (percent),2.5825
2,Africa,2017,GDP in current prices (millions of US dollars),2234232.975
2,Africa,2017,GDP per capita (US dollars),1798.1254
2,Africa,2017,GDP in constant 2015 prices (millions of US dollars),2429753.591
2,Africa,2017,GDP real rates of growth (percent),3.4791
2,Africa,2018,GDP in current prices (millions of US dollars),2365243.324
2,Africa,2018,GDP per capita (US dollars),1856.2495
2,Africa,2018,GDP in constant 2015 prices (millions of US dollars),2507127.327
2,Africa,2018,GDP real rates of growth (percent),3.1844
4,Afghanistan,1985,GDP in current prices (millions of US dollars),3321.9
4,Afghanistan,1985,GDP per capita (US dollars),278.2578
4,Afghanistan,1985,GDP in constant 2015 prices (millions of US dollars),11447.1748
4,Afghanistan,1985,GDP real rates of growth (percent),0.2667
4,Afghanistan,1995,GDP in current prices (millions of US dollars),3236.3
4,Afghanistan,1995,GDP per capita (US dollars),178.6959
4,Afghanistan,1995,GDP in constant 2015 prices (millions of US dollars),6916.4052
4,Afghanistan,1995,GDP real rates of growth (percent),49.9346
4,Afghanistan,2005,GDP in current prices (millions of US dollars),6621.8338
4,Afghanistan,2005,GDP per capita (US dollars),258.1181
4,Afghanistan,2005,GDP in constant 2015 prices (millions of US dollars),10106.0771
4,Afghanistan,2005,GDP real rates of growth (percent),9.9015
4,Afghanistan,2010,GDP in current prices (millions of US dollars),16077.921
4,Afghanistan,2010,GDP per capita (US dollars),550.8872
4,Afghanistan,2010,GDP in constant 2015 prices (millions of US dollars),15860.828
4,Afghanistan,2010,GDP real rates of growth (percent),3.2361
4,Afghanistan,2015,GDP in current prices (millions of US dollars),20608.0907
4,Afghanistan,2015,GDP per capita (US dollars),598.8356
4,Afghanistan,2015,GDP in constant 2015 prices (millions of US dollars),20608.0907
4,Afghanistan,2015,GDP real rates of growth (percent),-1.7911
4,Afghanistan,2017,GDP in current prices (millions of US dollars),21515.5021
4,Afghanistan,2017,GDP per capita (US dollars),592.777
4,Afghanistan,2017,GDP in constant 2015 prices (millions of US dollars),22865.4087
4,Afghanistan,2017,GDP real rates of growth (percent),7.1403
4,Afghanistan,2018,GDP in current prices (millions of US dollars),20513.8832
4,Afghanistan,2018,GDP per capita (US dollars),551.865
4,Afghanistan,2018,GDP in constant 2015 prices (millions of US dollars),22485.0981
4,Afghanistan,2018,GDP real rates of growth (percent),-1.6633
5,South America,1985,GDP in current prices (millions of US dollars),458946.4347
5,South America,1985,GDP per capita (US dollars),1713.359
5,South America,1985,GDP in constant 2015 prices (millions of US dollars),1617954.896
5,South America,1985,GDP real rates of growth (percent),3.0887
5,South America,1995,GDP in current prices (millions of US dollars),1435087.22
5,South America,1995,GDP per capita (US dollars),4454.5457
5,South America,1995,GDP in constant 2015 prices (millions of US dollars),2154473.114
5,South America,1995,GDP real rates of growth (percent),3.2354
5,South America,2005,GDP in current prices (millions of US dollars),1665229.554
5,South America,2005,GDP per capita (US dollars),4481.2572
5,South America,2005,GDP in constant 2015 prices (millions of US dollars),2738966.539
5,South America,2005,GDP real rates of growth (percent),5.3574
5,South America,2010,GDP in current prices (millions of US dollars),3844656.488
5,South America,2010,GDP per capita (US dollars),9800.1019
5,South America,2010,GDP in constant 2015 prices (millions of US dollars),3417318.569
5,South America,2010,GDP real rates of growth (percent),6.6095
5,South America,2015,GDP in current prices (millions of US dollars),3748384.946
5,South America,2015,GDP per capita (US dollars),9095.8394
5,South America,2015,GDP in constant 2015 prices (millions of US dollars),3748384.946
5,South America,2015,GDP real rates of growth (percent),-1.2962
5,South America,2017,GDP in current prices (millions of US dollars),3991687.783
5,South America,2017,GDP per capita (US dollars),9512.4969
5,South America,2017,GDP in constant 2015 prices (millions of US dollars),3646900.189
5,South America,2017,GDP real rates of growth (percent),0.2748
5,South America,2018,GDP in current prices (millions of US dollars),3701989.163
5,South America,2018,GDP per capita (US dollars),8745.6502
5,South America,2018,GDP in constant 2015 prices (millions of US dollars),3638746.994
5,South America,2018,GDP real rates of growth (percent),-0.2236
8,Albania,1985,GDP in current prices (millions of US dollars),2324.4145
8,Albania,1985,GDP per capita (US dollars),782.7176
8,Albania,1985,GDP in constant 2015 prices (millions of US dollars),5164.4441
8,Albania,1985,GDP real rates of growth (percent),1.7806
8,Albania,1995,GDP in current prices (millions of US dollars),2392.7649
8,Albania,1995,GDP per capita (US dollars),768.6521
8,Albania,1995,GDP in constant 2015 prices (millions of US dollars),4739.0728
8,Albania,1995,GDP real rates of growth (percent),13.3223
8,Albania,2005,GDP in current prices (millions of US dollars),8052.0793
8,Albania,2005,GDP per capita (US dollars),2608.5439
8,Albania,2005,GDP in constant 2015 prices (millions of US dollars),8057.3132
8,Albania,2005,GDP real rates of growth (percent),5.5265
8,Albania,2010,GDP in current prices (millions of US dollars),11926.9483
8,Albania,2010,GDP per capita (US dollars),4045.7447
8,Albania,2010,GDP in constant 2015 prices (millions of US dollars),10420.2693
8,Albania,2010,GDP real rates of growth (percent),3.7069
8,Albania,2015,GDP in current prices (millions of US dollars),11386.9249
8,Albania,2015,GDP per capita (US dollars),3939.4131
8,Albania,2015,GDP in constant 2015 prices (millions of US dollars),11386.9249
8,Albania,2015,GDP real rates of growth (percent),2.2188
8,Albania,2017,GDP in current prices (millions of US dollars),13025.0686
8,Albania,2017,GDP per capita (US dollars),4516.056
8,Albania,2017,GDP in constant 2015 prices (millions of US dollars),12213.9279
8,Albania,2017,GDP real rates of growth (percent),3.8211
8,Albania,2018,GDP in current prices (millions of US dollars),15058.8838
8,Albania,2018,GDP per capita (US dollars),5223.8092
8,Albania,2018,GDP in constant 2015 prices (millions of US dollars),12710.0915
8,Albania,2018,GDP real rates of growth (percent),4.0623
9,Oceania,1985,GDP in current prices (millions of US dollars),214459.4126
9,Oceania,1985,GDP per capita (US dollars),8596.1944
9,Oceania,1985,GDP in constant 2015 prices (millions of US dollars),587948.3574
9,Oceania,1985,GDP real rates of growth (percent),3.6508
9,Oceania,1995,GDP in current prices (millions of US dollars),473275.6022
9,Oceania,1995,GDP per capita (US dollars),16248.5653
9,Oceania,1995,GDP in constant 2015 prices (millions of US dollars),788310.4762
9,Oceania,1995,GDP real rates of growth (percent),3.8512
9,Oceania,2005,GDP in current prices (millions of US dollars),900359.595
9,Oceania,2005,GDP per capita (US dollars),26958.5917
9,Oceania,2005,GDP in constant 2015 prices (millions of US dollars),1119799.359
9,Oceania,2005,GDP real rates of growth (percent),2.8696
9,Oceania,2010,GDP in current prices (millions of US dollars),1482496.756
9,Oceania,2010,GDP per capita (US dollars),40518.5056
9,Oceania,2010,GDP in constant 2015 prices (millions of US dollars),1276493.985
9,Oceania,2010,GDP real rates of growth (percent),2.3875
9,Oceania,2015,GDP in current prices (millions of US dollars),1472455.14
9,Oceania,2015,GDP per capita (US dollars),37211.2469
9,Oceania,2015,GDP in constant 2015 prices (millions of US dollars),1472455.14
9,Oceania,2015,GDP real rates of growth (percent),3.0642
9,Oceania,2017,GDP in current prices (millions of US dollars),1668986.803
9,Oceania,2017,GDP per capita (US dollars),40991.7046
9,Oceania,2017,GDP in constant 2015 prices (millions of US dollars),1552778.621
9,Oceania,2017,GDP real rates of growth (percent),2.9156
9,Oceania,2018,GDP in current prices (millions of US dollars),1711769.742
9,Oceania,2018,GDP per capita (US dollars),41469.1718
9,Oceania,2018,GDP in constant 2015 prices (millions of US dollars),1584487.442
9,Oceania,2018,GDP real rates of growth (percent),2.0421
11,Western Africa,1985,GDP in current prices (millions of US dollars),244922.2841
11,Western Africa,1985,GDP per capita (US dollars),1551.2737
11,Western Africa,1985,GDP in constant 2015 prices (millions of US dollars),174808.1418
11,Western Africa,1985,GDP real rates of growth (percent),5.636
11,Western Africa,1995,GDP in current prices (millions of US dollars),105011.7918
11,Western Africa,1995,GDP per capita (US dollars),510.5453
11,Western Africa,1995,GDP in constant 2015 prices (millions of US dollars),224191.6498
11,Western Africa,1995,GDP real rates of growth (percent),1.5223
11,Western Africa,2005,GDP in current prices (millions of US dollars),263161.5326
11,Western Africa,2005,GDP per capita (US dollars),982.3518
11,Western Africa,2005,GDP in constant 2015 prices (millions of US dollars),376695.8394
11,Western Africa,2005,GDP real rates of growth (percent),5.9798
11,Western Africa,2010,GDP in current prices (millions of US dollars),506581.3611
11,Western Africa,2010,GDP per capita (US dollars),1649.9127
11,Western Africa,2010,GDP in constant 2015 prices (millions of US dollars),516005.2323
11,Western Africa,2010,GDP real rates of growth (percent),7.4543
11,Western Africa,2015,GDP in current prices (millions of US dollars),667313.3549
11,Western Africa,2015,GDP per capita (US dollars),1897.3302
11,Western Africa,2015,GDP in constant 2015 prices (millions of US dollars),667313.3549
11,Western Africa,2015,GDP real rates of growth (percent),3.0434
11,Western Africa,2017,GDP in current prices (millions of US dollars),575956.0134
11,Western Africa,2017,GDP per capita (US dollars),1551.7999
11,Western Africa,2017,GDP in constant 2015 prices (millions of US dollars),686602.4225
11,Western Africa,2017,GDP real rates of growth (percent),2.5554
11,Western Africa,2018,GDP in current prices (millions of US dollars),646513.1514
11,Western Africa,2018,GDP per capita (US dollars),1696.0106
11,Western Africa,2018,GDP in constant 2015 prices (millions of US dollars),708612.6935
11,Western Africa,2018,GDP real rates of growth (percent),3.2057
12,Algeria,1985,GDP in current prices (millions of US dollars),57866.2073
12,Algeria,1985,GDP per capita (US dollars),2579.6849
12,Algeria,1985,GDP in constant 2015 prices (millions of US dollars),77474.3481
12,Algeria,1985,GDP real rates of growth (percent),3.7
12,Algeria,1995,GDP in current prices (millions of US dollars),41971.4884
12,Algeria,1995,GDP per capita (US dollars),1459.4827
12,Algeria,1995,GDP in constant 2015 prices (millions of US dollars),81507.1184
12,Algeria,1995,GDP real rates of growth (percent),3.8
12,Algeria,2005,GDP in current prices (millions of US dollars),103198.2161
12,Algeria,2005,GDP per capita (US dollars),3113.0943
12,Algeria,2005,GDP in constant 2015 prices (millions of US dollars),124380.8163
12,Algeria,2005,GDP real rates of growth (percent),5.9
12,Algeria,2010,GDP in current prices (millions of US dollars),161207.305
12,Algeria,2010,GDP per capita (US dollars),4480.7868
12,Algeria,2010,GDP in constant 2015 prices (millions of US dollars),140977.0162
12,Algeria,2010,GDP real rates of growth (percent),3.6
12,Algeria,2015,GDP in current prices (millions of US dollars),165979.119
12,Algeria,2015,GDP per capita (US dollars),4177.885
12,Algeria,2015,GDP in constant 2015 prices (millions of US dollars),165979.119
12,Algeria,2015,GDP real rates of growth (percent),3.7
12,Algeria,2017,GDP in current prices (millions of US dollars),167389.8904
12,Algeria,2017,GDP per capita (US dollars),4044.2902
12,Algeria,2017,GDP in constant 2015 prices (millions of US dollars),173517.2267
12,Algeria,2017,GDP real rates of growth (percent),1.3
12,Algeria,2018,GDP in current prices (millions of US dollars),173757.4875
12,Algeria,2018,GDP per capita (US dollars),4114.7061
12,Algeria,2018,GDP in constant 2015 prices (millions of US dollars),175946.4679
12,Algeria,2018,GDP real rates of growth (percent),1.4
13,Central America,1985,GDP in current prices (millions of US dollars),255436.7307
13,Central America,1985,GDP per capita (US dollars),2497.0186
13,Central America,1985,GDP in constant 2015 prices (millions of US dollars),639761.1109
13,Central America,1985,GDP real rates of growth (percent),2.5775
13,Central America,1995,GDP in current prices (millions of US dollars),412217.5588
13,Central America,1995,GDP per capita (US dollars),3309.5559
13,Central America,1995,GDP in constant 2015 prices (millions of US dollars),781342.7674
13,Central America,1995,GDP real rates of growth (percent),-4.9958
13,Central America,2005,GDP in current prices (millions of US dollars),972211.6683
13,Central America,2005,GDP per capita (US dollars),6661.2403
13,Central America,2005,GDP in constant 2015 prices (millions of US dollars),1091437.917
13,Central America,2005,GDP real rates of growth (percent),2.5951
13,Central America,2010,GDP in current prices (millions of US dollars),1210270.728
13,Central America,2010,GDP per capita (US dollars),7679.8058
13,Central America,2010,GDP in constant 2015 prices (millions of US dollars),1198377.369
13,Central America,2010,GDP real rates of growth (percent),4.9343
13,Central America,2015,GDP in current prices (millions of US dollars),1402100.776
13,Central America,2015,GDP per capita (US dollars),8298.9493
13,Central America,2015,GDP in constant 2015 prices (millions of US dollars),1402100.776
13,Central America,2015,GDP real rates of growth (percent),3.4384
13,Central America,2017,GDP in current prices (millions of US dollars),1418016.004
13,Central America,2017,GDP per capita (US dollars),8181.1713
13,Central America,2017,GDP in constant 2015 prices (millions of US dollars),1479236.209
13,Central America,2017,GDP real rates of growth (percent),2.3499
13,Central America,2018,GDP in current prices (millions of US dollars),1492058.729
13,Central America,2018,GDP per capita (US dollars),8503.1261
13,Central America,2018,GDP in constant 2015 prices (millions of US dollars),1510650.723
13,Central America,2018,GDP real rates of growth (percent),2.1237
14,Eastern Africa,1985,GDP in current prices (millions of US dollars),65429.6753
14,Eastern Africa,1985,GDP per capita (US dollars),398.874
14,Eastern Africa,1985,GDP in constant 2015 prices (millions of US dollars),80024.6165
14,Eastern Africa,1985,GDP real rates of growth (percent),2.0135
14,Eastern Africa,1995,GDP in current prices (millions of US dollars),69248.4075
14,Eastern Africa,1995,GDP per capita (US dollars),317.625
14,Eastern Africa,1995,GDP in constant 2015 prices (millions of US dollars),107766.0904
14,Eastern Africa,1995,GDP real rates of growth (percent),4.6111
14,Eastern Africa,2005,GDP in current prices (millions of US dollars),112226.9976
14,Eastern Africa,2005,GDP per capita (US dollars),391.4716
14,Eastern Africa,2005,GDP in constant 2015 prices (millions of US dollars),160961.5852
14,Eastern Africa,2005,GDP real rates of growth (percent),6.4522
14,Eastern Africa,2010,GDP in current prices (millions of US dollars),217859.6916
14,Eastern Africa,2010,GDP per capita (US dollars),644.0245
14,Eastern Africa,2010,GDP in constant 2015 prices (millions of US dollars),241179.2898
14,Eastern Africa,2010,GDP real rates of growth (percent),7.9273
14,Eastern Africa,2015,GDP in current prices (millions of US dollars),321978.8024
14,Eastern Africa,2015,GDP per capita (US dollars),828.6295
14,Eastern Africa,2015,GDP in constant 2015 prices (millions of US dollars),321978.8024
14,Eastern Africa,2015,GDP real rates of growth (percent),5.9126
14,Eastern Africa,2017,GDP in current prices (millions of US dollars),364120.6458
14,Eastern Africa,2017,GDP per capita (US dollars),887.5198
14,Eastern Africa,2017,GDP in constant 2015 prices (millions of US dollars),357337.8098
14,Eastern Africa,2017,GDP real rates of growth (percent),5.6718
14,Eastern Africa,2018,GDP in current prices (millions of US dollars),393668.8739
14,Eastern Africa,2018,GDP per capita (US dollars),934.1456
14,Eastern Africa,2018,GDP in constant 2015 prices (millions of US dollars),378772.9065
14,Eastern Africa,2018,GDP real rates of growth (percent),5.9986
15,Northern Africa,1985,GDP in current prices (millions of US dollars),142506.2163
15,Northern Africa,1985,GDP per capita (US dollars),1114.8658
15,Northern Africa,1985,GDP in constant 2015 prices (millions of US dollars),310882.7189
15,Northern Africa,1985,GDP real rates of growth (percent),6.2265
15,Northern Africa,1995,GDP in current prices (millions of US dollars),207392.1348
15,Northern Africa,1995,GDP per capita (US dollars),1285.1717
15,Northern Africa,1995,GDP in constant 2015 prices (millions of US dollars),390995.4475
15,Northern Africa,1995,GDP real rates of growth (percent),1.6418
15,Northern Africa,2005,GDP in current prices (millions of US dollars),373105.5942
15,Northern Africa,2005,GDP per capita (US dollars),1927.9981
15,Northern Africa,2005,GDP in constant 2015 prices (millions of US dollars),603915.0957
15,Northern Africa,2005,GDP real rates of growth (percent),6.1339
15,Northern Africa,2010,GDP in current prices (millions of US dollars),648726.6228
15,Northern Africa,2010,GDP per capita (US dollars),3204.2212
15,Northern Africa,2010,GDP in constant 2015 prices (millions of US dollars),764169.9723
15,Northern Africa,2010,GDP real rates of growth (percent),4.7342
15,Northern Africa,2015,GDP in current prices (millions of US dollars),729675.1671
15,Northern Africa,2015,GDP per capita (US dollars),3267.1722
15,Northern Africa,2015,GDP in constant 2015 prices (millions of US dollars),729675.1671
15,Northern Africa,2015,GDP real rates of growth (percent),1.7789
15,Northern Africa,2017,GDP in current prices (millions of US dollars),661194.4199
15,Northern Africa,2017,GDP per capita (US dollars),2847.0234
15,Northern Africa,2017,GDP in constant 2015 prices (millions of US dollars),791872.9152
15,Northern Africa,2017,GDP real rates of growth (percent),5.1681
15,Northern Africa,2018,GDP in current prices (millions of US dollars),666216.4768
15,Northern Africa,2018,GDP per capita (US dollars),2814.289
15,Northern Africa,2018,GDP in constant 2015 prices (millions of US dollars),820016.058
15,Northern Africa,2018,GDP real rates of growth (percent),3.554
17,Middle Africa,1985,GDP in current prices (millions of US dollars),35266.8513
17,Middle Africa,1985,GDP per capita (US dollars),579.1889
17,Middle Africa,1985,GDP in constant 2015 prices (millions of US dollars),95449.5899
17,Middle Africa,1985,GDP real rates of growth (percent),1.6887
17,Middle Africa,1995,GDP in current prices (millions of US dollars),36080.9147
17,Middle Africa,1995,GDP per capita (US dollars),430.6875
17,Middle Africa,1995,GDP in constant 2015 prices (millions of US dollars),84252.8251
17,Middle Africa,1995,GDP real rates of growth (percent),6.8054
17,Middle Africa,2005,GDP in current prices (millions of US dollars),99547.5604
17,Middle Africa,2005,GDP per capita (US dollars),888.752
17,Middle Africa,2005,GDP in constant 2015 prices (millions of US dollars),138980.9901
17,Middle Africa,2005,GDP real rates of growth (percent),9.1725
17,Middle Africa,2010,GDP in current prices (millions of US dollars),189046.0524
17,Middle Africa,2010,GDP per capita (US dollars),1436.2787
17,Middle Africa,2010,GDP in constant 2015 prices (millions of US dollars),190568.6829
17,Middle Africa,2010,GDP real rates of growth (percent),4.9937
17,Middle Africa,2015,GDP in current prices (millions of US dollars),237286.6618
17,Middle Africa,2015,GDP per capita (US dollars),1538.7919
17,Middle Africa,2015,GDP in constant 2015 prices (millions of US dollars),237286.6618
17,Middle Africa,2015,GDP real rates of growth (percent),1.4227
17,Middle Africa,2017,GDP in current prices (millions of US dollars),245958.5667
17,Middle Africa,2017,GDP per capita (US dollars),1499.3909
17,Middle Africa,2017,GDP in constant 2015 prices (millions of US dollars),236854.1826
17,Middle Africa,2017,GDP real rates of growth (percent),0.6742
17,Middle Africa,2018,GDP in current prices (millions of US dollars),250275.8253
17,Middle Africa,2018,GDP per capita (US dollars),1479.8548
17,Middle Africa,2018,GDP in constant 2015 prices (millions of US dollars),239285.7203
17,Middle Africa,2018,GDP real rates of growth (percent),1.0266
18,Southern Africa,1985,GDP in current prices (millions of US dollars),62927.1027
18,Southern Africa,1985,GDP per capita (US dollars),1692.8714
18,Southern Africa,1985,GDP in constant 2015 prices (millions of US dollars),163500.3285
18,Southern Africa,1985,GDP real rates of growth (percent),-0.9672
18,Southern Africa,1995,GDP in current prices (millions of US dollars),166991.0837
18,Southern Africa,1995,GDP per capita (US dollars),3526.1255
18,Southern Africa,1995,GDP in constant 2015 prices (millions of US dollars),190538.1486
18,Southern Africa,1995,GDP real rates of growth (percent),3.2813
18,Southern Africa,2005,GDP in current prices (millions of US dollars),279561.9851
18,Southern Africa,2005,GDP per capita (US dollars),5115.9953
18,Southern Africa,2005,GDP in constant 2015 prices (millions of US dollars),265307.4965
18,Southern Africa,2005,GDP real rates of growth (percent),5.1678
18,Southern Africa,2010,GDP in current prices (millions of US dollars),406241.7249
18,Southern Africa,2010,GDP per capita (US dollars),6958.1764
18,Southern Africa,2010,GDP in constant 2015 prices (millions of US dollars),310496.1958
18,Southern Africa,2010,GDP real rates of growth (percent),3.3444
18,Southern Africa,2015,GDP in current prices (millions of US dollars),350024.7747
18,Southern Africa,2015,GDP per capita (US dollars),5557.2674
18,Southern Africa,2015,GDP in constant 2015 prices (millions of US dollars),350024.7747
18,Southern Africa,2015,GDP real rates of growth (percent),1.2425
18,Southern Africa,2017,GDP in current prices (millions of US dollars),387003.3296
18,Southern Africa,2017,GDP per capita (US dollars),5969.1593
18,Southern Africa,2017,GDP in constant 2015 prices (millions of US dollars),357086.2604
18,Southern Africa,2017,GDP real rates of growth (percent),1.3923
18,Southern Africa,2018,GDP in current prices (millions of US dollars),408568.9969
18,Southern Africa,2018,GDP per capita (US dollars),6214.97
18,Southern Africa,2018,GDP in constant 2015 prices (millions of US dollars),360439.949
18,Southern Africa,2018,GDP real rates of growth (percent),0.9392
19,Americas,1985,GDP in current prices (millions of US dollars),5491293.021
19,Americas,1985,GDP per capita (US dollars),8226.9218
19,Americas,1985,GDP in constant 2015 prices (millions of US dollars),11528291.86
19,Americas,1985,GDP real rates of growth (percent),3.9148
19,Americas,1995,GDP in current prices (millions of US dollars),10217194.18
19,Americas,1995,GDP per capita (US dollars),13159.7571
19,Americas,1995,GDP in constant 2015 prices (millions of US dollars),15229447.18
19,Americas,1995,GDP real rates of growth (percent),2.3557
19,Americas,2005,GDP in current prices (millions of US dollars),17076572.88
19,Americas,2005,GDP per capita (US dollars),19325.8931
19,Americas,2005,GDP in constant 2015 prices (millions of US dollars),21064130.25
19,Americas,2005,GDP real rates of growth (percent),3.6811
19,Americas,2010,GDP in current prices (millions of US dollars),21963119.06
19,Americas,2010,GDP per capita (US dollars),23529.6534
19,Americas,2010,GDP in constant 2015 prices (millions of US dollars),22674521.57
19,Americas,2010,GDP real rates of growth (percent),3.2965
19,Americas,2015,GDP in current prices (millions of US dollars),25283841.8
19,Americas,2015,GDP per capita (US dollars),25806.6437
19,Americas,2015,GDP in constant 2015 prices (millions of US dollars),25283841.8
19,Americas,2015,GDP real rates of growth (percent),2.1472
19,Americas,2017,GDP in current prices (millions of US dollars),26950282.38
19,Americas,2017,GDP per capita (US dollars),27033.027
19,Americas,2017,GDP in constant 2015 prices (millions of US dollars),26066617.02
19,Americas,2017,GDP real rates of growth (percent),2.084
19,Americas,2018,GDP in current prices (millions of US dollars),27867704.46
19,Americas,2018,GDP per capita (US dollars),27721.676
19,Americas,2018,GDP in constant 2015 prices (millions of US dollars),26678784.62
19,Americas,2018,GDP real rates of growth (percent),2.3485
20,Andorra,1985,GDP in current prices (millions of US dollars),438.7425
20,Andorra,1985,GDP per capita (US dollars),9837.2759
20,Andorra,1985,GDP in constant 2015 prices (millions of US dollars),1382.2207
20,Andorra,1985,GDP real rates of growth (percent),2.3214
20,Andorra,1995,GDP in current prices (millions of US dollars),1491.496
20,Andorra,1995,GDP per capita (US dollars),23359.3734
20,Andorra,1995,GDP in constant 2015 prices (millions of US dollars),1855.986
20,Andorra,1995,GDP real rates of growth (percent),2.7575
20,Andorra,2005,GDP in current prices (millions of US dollars),3255.7111
20,Andorra,2005,GDP per capita (US dollars),41281.0312
20,Andorra,2005,GDP in constant 2015 prices (millions of US dollars),3323.2156
20,Andorra,2005,GDP real rates of growth (percent),7.397
20,Andorra,2010,GDP in current prices (millions of US dollars),3355.4939
20,Andorra,2010,GDP per capita (US dollars),39733.968
20,Andorra,2010,GDP in constant 2015 prices (millions of US dollars),2895.6219
20,Andorra,2010,GDP real rates of growth (percent),-5.3588
20,Andorra,2015,GDP in current prices (millions of US dollars),2811.6145
20,Andorra,2015,GDP per capita (US dollars),36041.2569
20,Andorra,2015,GDP in constant 2015 prices (millions of US dollars),2811.6145
20,Andorra,2015,GDP real rates of growth (percent),0.8427
20,Andorra,2017,GDP in current prices (millions of US dollars),3020.8523
20,Andorra,2017,GDP per capita (US dollars),39231.3388
20,Andorra,2017,GDP in constant 2015 prices (millions of US dollars),2914.1062
20,Andorra,2017,GDP real rates of growth (percent),1.7239
20,Andorra,2018,GDP in current prices (millions of US dollars),3238.2252
20,Andorra,2018,GDP per capita (US dollars),42051.5954
20,Andorra,2018,GDP in constant 2015 prices (millions of US dollars),2961.5864
20,Andorra,2018,GDP real rates of growth (percent),1.6293
21,Northern America,1985,GDP in current prices (millions of US dollars),4707043.784
21,Northern America,1985,GDP per capita (US dollars),17671.9074
21,Northern America,1985,GDP in constant 2015 prices (millions of US dollars),9103172.706
21,Northern America,1985,GDP real rates of growth (percent),4.2175
21,Northern America,1995,GDP in current prices (millions of US dollars),8249550.242
21,Northern America,1995,GDP per capita (US dollars),28017.083
21,Northern America,1995,GDP in constant 2015 prices (millions of US dollars),12093185.34
21,Northern America,1995,GDP real rates of growth (percent),2.6861
21,Northern America,2005,GDP in current prices (millions of US dollars),14216498.21
21,Northern America,2005,GDP per capita (US dollars),43438.1984
21,Northern America,2005,GDP in constant 2015 prices (millions of US dollars),16945467.03
21,Northern America,2005,GDP real rates of growth (percent),3.4884
21,Northern America,2010,GDP in current prices (millions of US dollars),16617673.9
21,Northern America,2010,GDP per capita (US dollars),48408.3614
21,Northern America,2010,GDP in constant 2015 prices (millions of US dollars),17742296.34
21,Northern America,2010,GDP real rates of growth (percent),2.6029
21,Northern America,2015,GDP in current prices (millions of US dollars),19789296.97
